piid,agency,vendor,value,description,fpds_status,fpds_link,deleted_date,savings
75D30124P19183,Department of Health and Human Services,"JEOL USA, INC.",77690.28,ANNUAL EQUIPMENT MAINTENANCE AGREEMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19183&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/8/2025,0
43310125F00004,National Endowment for the Humanities,Michigan State University,177650,Designated Repository to store articles for public use,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4340&PIID=43310125F00004&modNumber=P00002&idvAgencyID=&idvPIID=43310125D00001&contractType=AWARD,5/7/2025,133237.49
43310124P0442,National Endowment for the Humanities,"COX SUBSCRIPTIONS, INC.",17609.66,"Chronicle of Higher Education, Communication Arts, National Affairs, and Wall Street Journal",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4340&PIID=43310124P0442&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,9154.5
140D0424F1273,Department of State,PROXIMITY INTERNATIONAL LLC,290470.23,"Near Eastern Affairs (NEA) Lebanon for a study called “Equality for All: Gender Reform from Grassroots to Government""",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F1273&modNumber=P00002&idvAgencyID=&idvPIID=140D0423D0073&contractType=AWARD,5/7/2025,0
70FA2024F00000042,Department of Homeland Security,METAPHASE CONSULTING LLC,571722.58,Program Management and Communications Support. Termination action changed POP from 05/04/2025 to 04/22/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7022&PIID=70FA2024F00000042&modNumber=P00004&idvAgencyID=&idvPIID=70FA2022A00000001&contractType=AWARD,5/7/2025,0
75D30122F00008,Department of Health and Human Services,DELOITTE CONSULTING LLP,2749417.68,COMPUTER FACILITIES MANAGEMENT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F00008&modNumber=P00003&idvAgencyID=&idvPIID=HHSD200201587989I&contractType=AWARD,5/7/2025,1679558.87
75D30122C15492,Department of Health and Human Services,UNIVERSITY OF MARYLAND,2239558,RESEARCH AND DEVELOPMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122C15492&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
75D30121C10885,Department of Health and Human Services,"ASRT, INC",2651734.4,PROFESSIONAL SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121C10885&modNumber=P00011&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,663763.2
75D30120F00003,Department of Health and Human Services,"CHEROKEE NATION OPERATIONAL SOLUTIONS, L.L.C.",2833478.46,FINANCIAL RESEARCH SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30120F00003&modNumber=P00011&idvAgencyID=&idvPIID=75D30120D07429&contractType=AWARD,5/7/2025,10671.36
140D0424F1213,Department of the Interior,"GLOBAL SOLUTIONS GROUP, INC.",4666154.08,COMPUTER PROGRAMMING SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F1213&modNumber=P00002&idvAgencyID=&idvPIID=140D0422A0008&contractType=AWARD,5/7/2025,652772.53
140D0423F0594,Department of the Interior,PORTFOLIO ALIGNMENT PARTNERS INC,7876514.1,MANAGEMENT CONSULTING SERVICES TO THE CHIEF INFORMATION OFFICER AND OFFICE OF THE DIRECTOR SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F0594&modNumber=P00005&idvAgencyID=&idvPIID=47QRAA23D002Y&contractType=AWARD,5/7/2025,5014933.32
1333ND24FNB480266,Department of Commerce,EASY DYNAMICS CORPORATION,3369357.67,IT SUPPORT SERVICES MANUFACTURING EXTENSION PARTNERSHIP,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1341&PIID=1333ND24FNB480266&modNumber=P25001&idvAgencyID=&idvPIID=47QTCB22D0022&contractType=AWARD,5/7/2025,0
75N93025F00012,Department of Health and Human Services,"GAP SOLUTIONS, INC.",402009.6,TECHNICAL SUPPORT SERVICES FOR DIVISION OF INTRAMURAL RESEARCH,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93025F00012&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00026&contractType=AWARD,5/7/2025,270912
75N93024F00145,Department of Health and Human Services,"AXLE INFORMATICS, LLC",387711.9,TECHNICAL SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00145&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00024&contractType=AWARD,5/7/2025,291589.9
75N93024F00088,Department of Health and Human Services,"GAP SOLUTIONS, INC.",912979.2,TECHNICAL SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00088&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00026&contractType=AWARD,5/7/2025,615840
75N93024F00046,Department of Health and Human Services,"GAP SOLUTIONS, INC.",389913.6,TECHNICAL SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00046&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00026&contractType=AWARD,5/7/2025,263001.6
75N93024F00021,Department of Health and Human Services,"MEDICAL SCIENCE & COMPUTING, LLC",609945.6,TECHNICAL SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00021&modNumber=P00002&idvAgencyID=&idvPIID=75N93019D00023&contractType=AWARD,5/7/2025,207360
75N93024F00019,Department of Health and Human Services,"GAP SOLUTIONS, INC.",373766.4,"NIAID PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SUPPORT SERVICES FOR DIVISION OF INTRAMURAL RESEARCH",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00019&modNumber=P00002&idvAgencyID=&idvPIID=75N93019D00026&contractType=AWARD,5/7/2025,127065.6
75N93024F00012,Department of Health and Human Services,"GAP SOLUTIONS, INC.",930873.6,TECHNICAL SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00012&modNumber=P00002&idvAgencyID=&idvPIID=75N93019D00026&contractType=AWARD,5/7/2025,317664
75F40125F19014,Department of Health and Human Services,"EAGLE HILL CONSULTING, LLC",351624.75,TECHNICAL SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40125F19014&modNumber=P00001&idvAgencyID=&idvPIID=75F40123A00010&contractType=AWARD,5/7/2025,0
75F40122P00183,Department of Health and Human Services,ILABS INC,651149.28,IT SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122P00183&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
75D30123P17794,Department of Health and Human Services,ELEMENT BIOSCIENCES INC,295000,ELEMENT AVITI SYSTEM - LABORATORY INSTRUMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P17794&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
75D30123P16212,Department of Health and Human Services,NATIONAL COUNCIL FOR PRESCRIPTION DRUG PROGRAMS INC,281445,DATABASE SYSTEM - NCPDP HCIDEA,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P16212&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,93815
75D30122F0013,Department of Health and Human Services,"CHEROKEE NATION OPERATIONAL SOLUTIONS, L.L.C.",987840,OFFICE OF FINANCIAL RESEARCH SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F0013&modNumber=P00004&idvAgencyID=&idvPIID=75D30120D07429&contractType=AWARD,5/7/2025,411014.4
75D30122C15478,Department of Health and Human Services,UNIVERSITY OF WASHINGTON,969877,RESEARCH AND DEVELOPMENT TOPIC 18.2,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122C15478&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
75D30121C11871,Department of Health and Human Services,NEVADA SYSTEM OF HIGHER EDUCATION,399971,ENGINEERING SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121C11871&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
19AQMM25C0126,Department of State,"POTOMACWAVE CONSULTING, INC.",999986.1,CONTRACT PERFORMANCE SUPPORT & ANALYTICS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1900&PIID=19AQMM25C0126&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,500431.71
HC101322FH230,Department of Defense,MCI COMMUNICATIONS SERVICES INC,74567.34,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH230&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FG340,Department of Defense,MCI COMMUNICATIONS SERVICES INC,44842,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FG340&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FG853,Department of Defense,MCI COMMUNICATIONS SERVICES INC,44842,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FG853&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FG855,Department of Defense,MCI COMMUNICATIONS SERVICES INC,29979.34,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FG855&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH015,Department of Defense,MCI COMMUNICATIONS SERVICES INC,29979.34,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH015&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH645,Department of Defense,MCI COMMUNICATIONS SERVICES INC,29723.34,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH645&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101323FB431,Department of Defense,MCI COMMUNICATIONS SERVICES INC,29723.34,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101323FB431&modNumber=P00001&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH211,Department of Defense,MCI COMMUNICATIONS SERVICES INC,25892.06,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH211&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH482,Department of Defense,MCI COMMUNICATIONS SERVICES INC,23145.13,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH482&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FG909,Department of Defense,MCI COMMUNICATIONS SERVICES INC,23145.12,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FG909&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FG551,Department of Defense,MCI COMMUNICATIONS SERVICES INC,23145.12,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FG551&modNumber=P00003&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101323FG922,Department of Defense,MCI COMMUNICATIONS SERVICES INC,20398.19,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101323FG922&modNumber=P00001&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FG344,Department of Defense,MCI COMMUNICATIONS SERVICES INC,15514.75,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FG344&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FG846,Department of Defense,MCI COMMUNICATIONS SERVICES INC,15514.75,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FG846&modNumber=P00003&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FG887,Department of Defense,MCI COMMUNICATIONS SERVICES INC,15500.67,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FG887&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH197,Department of Defense,MCI COMMUNICATIONS SERVICES INC,15116.67,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH197&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FG865,Department of Defense,MCI COMMUNICATIONS SERVICES INC,15116.67,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FG865&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH108,Department of Defense,MCI COMMUNICATIONS SERVICES INC,15116.67,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH108&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FG893,Department of Defense,MCI COMMUNICATIONS SERVICES INC,15116.67,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FG893&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH642,Department of Defense,MCI COMMUNICATIONS SERVICES INC,14988.67,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH642&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH643,Department of Defense,MCI COMMUNICATIONS SERVICES INC,14988.67,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH643&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FJ216,Department of Defense,MCI COMMUNICATIONS SERVICES INC,14988.67,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FJ216&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FJ154,Department of Defense,MCI COMMUNICATIONS SERVICES INC,14988.67,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FJ154&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH456,Department of Defense,MCI COMMUNICATIONS SERVICES INC,14988.67,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH456&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH198,Department of Defense,MCI COMMUNICATIONS SERVICES INC,14730.06,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH198&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FG854,Department of Defense,MCI COMMUNICATIONS SERVICES INC,14293.89,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FG854&modNumber=P00003&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH014,Department of Defense,MCI COMMUNICATIONS SERVICES INC,13378.24,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH014&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101323FE737,Department of Defense,MCI COMMUNICATIONS SERVICES INC,10936.52,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101323FE737&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101323FB560,Department of Defense,MCI COMMUNICATIONS SERVICES INC,10326.1,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101323FB560&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FG984,Department of Defense,MCI COMMUNICATIONS SERVICES INC,9457.58,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FG984&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH017,Department of Defense,MCI COMMUNICATIONS SERVICES INC,9457.58,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH017&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH418,Department of Defense,MCI COMMUNICATIONS SERVICES INC,9169.58,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH418&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH219,Department of Defense,MCI COMMUNICATIONS SERVICES INC,9169.58,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH219&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FG852,Department of Defense,MCI COMMUNICATIONS SERVICES INC,8740.31,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FG852&modNumber=P00003&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101323FB782,Department of Defense,MCI COMMUNICATIONS SERVICES INC,7884.38,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101323FB782&modNumber=P00003&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101323FB664,Department of Defense,MCI COMMUNICATIONS SERVICES INC,7884.38,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101323FB664&modNumber=P00004&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH855,Department of Defense,MCI COMMUNICATIONS SERVICES INC,7884.38,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH855&modNumber=P00003&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH103,Department of Defense,MCI COMMUNICATIONS SERVICES INC,7884.38,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH103&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH343,Department of Defense,MCI COMMUNICATIONS SERVICES INC,7884.38,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH343&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH104,Department of Defense,MCI COMMUNICATIONS SERVICES INC,7884.38,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH104&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH649,Department of Defense,MCI COMMUNICATIONS SERVICES INC,7884.38,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH649&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH450,Department of Defense,MCI COMMUNICATIONS SERVICES INC,7273.95,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH450&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FJ153,Department of Defense,MCI COMMUNICATIONS SERVICES INC,7273.95,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FJ153&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FG986,Department of Defense,MCI COMMUNICATIONS SERVICES INC,7273.94,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FG986&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FG990,Department of Defense,MCI COMMUNICATIONS SERVICES INC,7273.94,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FG990&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FH339,Department of Defense,MCI COMMUNICATIONS SERVICES INC,7273.94,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH339&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101323FA476,Department of Defense,MCI COMMUNICATIONS SERVICES INC,6710.98,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101323FA476&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101323FH121,Department of Defense,MCI COMMUNICATIONS SERVICES INC,6663.52,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101323FH121&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101322FG552,Department of Defense,MCI COMMUNICATIONS SERVICES INC,4866.12,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FG552&modNumber=P00003&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101323FG926,Department of Defense,MCI COMMUNICATIONS SERVICES INC,4832.23,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101323FG926&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101323FB775,Department of Defense,MCI COMMUNICATIONS SERVICES INC,4832.22,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101323FB775&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
